Prix,Achat_Tot,Date,Part_Strat
192.0,5.0,4.0,0.22
212.0,4.0,5.0,0.22
131.0,10.0,6.0,0.22
125.0,9.0,7.0,0.22
146.0,5.0,8.0,0.22
137.0,8.0,9.0,0.22
190.0,9.0,10.0,0.22
181.0,16.0,11.0,0.22
142.0,25.0,12.0,0.22
171.0,8.0,1.0,0.23
80.0,30.0,2.0,0.23
101.0,8.0,3.0,0.23
197.0,3.0,4.0,0.23
187.0,8.0,5.0,0.23
159.0,9.0,6.0,0.23
221.0,5.0,7.0,0.23
116.0,12.0,8.0,0.23
120.0,5.0,9.0,0.23
116.0,17.0,10.0,0.23
221.0,12.0,11.0,0.23
187.0,23.0,12.0,0.23
183.0,3.0,1.0,0.24
80.0,30.0,2.0,0.24
163.0,4.0,3.0,0.24
94.0,30.0,4.0,0.24
185.0,4.0,5.0,0.24
79.0,30.0,6.0,0.24
105.0,12.0,7.0,0.24
146.0,4.0,8.0,0.24
201.0,4.0,9.0,0.24
113.0,17.0,10.0,0.24
208.0,10.0,11.0,0.24
164.0,23.0,12.0,0.24
101.0,30.0,1.0,0.25
116.0,3.0,2.0,0.25
154.0,2.0,3.0,0.25
172.0,7.0,4.0,0.25
166.0,4.0,5.0,0.25
92.0,30.0,6.0,0.25
208.0,3.0,7.0,0.25
138.0,7.0,8.0,0.25
132.0,12.0,9.0,0.25
142.0,11.0,10.0,0.25
215.0,11.0,11.0,0.25
195.0,21.0,12.0,0.25
209.0,6.0,1.0,0.26
111.0,21.0,2.0,0.26
115.0,1.0,3.0,0.26
101.0,12.0,4.0,0.26
78.0,30.0,5.0,0.26
77.0,30.0,6.0,0.26
111.0,4.0,7.0,0.26
222.0,6.0,8.0,0.26
136.0,9.0,9.0,0.26
123.0,16.0,10.0,0.26
72.0,29.0,11.0,0.26
107.0,3.0,12.0,0.26
99.0,30.0,1.0,0.27
126.0,2.0,2.0,0.27
118.0,2.0,3.0,0.27
129.0,3.0,4.0,0.27
199.0,3.0,5.0,0.27
116.0,14.0,6.0,0.27
198.0,5.0,7.0,0.27
204.0,2.0,8.0,0.27
152.0,13.0,9.0,0.27
103.0,13.0,10.0,0.27
203.0,12.0,11.0,0.27
138.0,19.0,12.0,0.27
199.0,3.0,1.0,0.28
199.0,2.0,2.0,0.28
209.0,3.0,3.0,0.28
94.0,30.0,4.0,0.28
159.0,5.0,5.0,0.28
149.0,4.0,6.0,0.28
219.0,3.0,7.0,0.28
93.0,30.0,8.0,0.28
111.0,8.0,9.0,0.28
189.0,14.0,10.0,0.28
164.0,15.0,11.0,0.28
84.0,16.0,12.0,0.28
136.0,14.0,1.0,0.29
219.0,1.0,2.0,0.29
207.0,2.0,3.0,0.29
164.0,12.0,4.0,0.29
138.0,10.0,5.0,0.29
193.0,2.0,6.0,0.29
225.0,1.0,7.0,0.29
147.0,14.0,8.0,0.29
105.0,15.0,9.0,0.29
116.0,15.0,10.0,0.29
85.0,30.0,11.0,0.29
70.0,10.0,12.0,0.29
88.0,30.0,1.0,0.3
107.0,11.0,2.0,0.3
76.0,30.0,3.0,0.3
175.0,3.0,4.0,0.3
168.0,0.0,5.0,0.3
228.0,3.0,6.0,0.3
81.0,30.0,7.0,0.3
229.0,4.0,8.0,0.3
133.0,7.0,9.0,0.3
204.0,10.0,10.0,0.3
190.0,15.0,11.0,0.3
89.0,14.0,12.0,0.3
96.0,30.0,1.0,0.31
84.0,30.0,2.0,0.31
155.0,2.0,3.0,0.31
144.0,6.0,4.0,0.31
180.0,2.0,5.0,0.31
181.0,2.0,6.0,0.31
174.0,13.0,7.0,0.31
109.0,13.0,8.0,0.31
216.0,5.0,9.0,0.31
159.0,9.0,10.0,0.31
209.0,15.0,11.0,0.31
180.0,21.0,12.0,0.31
191.0,4.0,1.0,0.32
162.0,9.0,2.0,0.32
94.0,30.0,3.0,0.32
77.0,30.0,4.0,0.32
163.0,7.0,5.0,0.32
74.0,30.0,6.0,0.32
211.0,7.0,7.0,0.32
169.0,4.0,8.0,0.32
184.0,10.0,9.0,0.32
219.0,5.0,10.0,0.32
71.0,26.0,11.0,0.32
114.0,8.0,12.0,0.32
123.0,23.0,1.0,0.33
76.0,30.0,2.0,0.33
102.0,13.0,3.0,0.33
116.0,4.0,4.0,0.33
171.0,2.0,5.0,0.33
112.0,15.0,6.0,0.33
135.0,4.0,7.0,0.33
219.0,3.0,8.0,0.33
148.0,8.0,9.0,0.33
222.0,9.0,10.0,0.33
142.0,19.0,11.0,0.33
151.0,17.0,12.0,0.33
163.0,12.0,1.0,0.34
83.0,30.0,2.0,0.34
86.0,30.0,3.0,0.34
187.0,2.0,4.0,0.34
135.0,5.0,5.0,0.34
201.0,0.0,6.0,0.34
81.0,30.0,7.0,0.34
183.0,4.0,8.0,0.34
96.0,30.0,9.0,0.34
198.0,6.0,10.0,0.34
87.0,19.0,11.0,0.34
114.0,0.0,12.0,0.34
208.0,1.0,1.0,0.35
81.0,30.0,2.0,0.35
190.0,2.0,3.0,0.35
156.0,3.0,4.0,0.35
121.0,11.0,5.0,0.35
193.0,5.0,6.0,0.35
136.0,4.0,7.0,0.35
163.0,5.0,8.0,0.35
92.0,30.0,9.0,0.35
209.0,5.0,10.0,0.35
83.0,28.0,11.0,0.35
212.0,7.0,12.0,0.35
152.0,9.0,1.0,0.36
144.0,7.0,2.0,0.36
142.0,7.0,3.0,0.36
170.0,3.0,4.0,0.36
114.0,15.0,5.0,0.36
100.0,27.0,6.0,0.36
183.0,6.0,7.0,0.36
197.0,3.0,8.0,0.36
128.0,15.0,9.0,0.36
195.0,11.0,10.0,0.36
110.0,20.0,11.0,0.36
105.0,19.0,12.0,0.36
197.0,1.0,1.0,0.37
81.0,30.0,2.0,0.37
193.0,7.0,3.0,0.37
197.0,3.0,4.0,0.37
152.0,11.0,5.0,0.37
134.0,16.0,6.0,0.37
228.0,3.0,7.0,0.37
78.0,30.0,8.0,0.37
164.0,6.0,9.0,0.37
198.0,9.0,10.0,0.37
155.0,21.0,11.0,0.37
211.0,18.0,12.0,0.37
163.0,15.0,1.0,0.38
205.0,6.0,2.0,0.38
215.0,2.0,3.0,0.38
143.0,11.0,4.0,0.38
188.0,2.0,5.0,0.38
129.0,20.0,6.0,0.38
106.0,13.0,7.0,0.38
131.0,4.0,8.0,0.38
88.0,30.0,9.0,0.38
212.0,8.0,10.0,0.38
184.0,16.0,11.0,0.38
205.0,12.0,12.0,0.38
169.0,9.0,1.0,0.39
169.0,4.0,2.0,0.39
92.0,30.0,3.0,0.39
165.0,8.0,4.0,0.39
182.0,3.0,5.0,0.39
82.0,30.0,6.0,0.39
196.0,1.0,7.0,0.39
164.0,6.0,8.0,0.39
209.0,3.0,9.0,0.39
152.0,19.0,10.0,0.39
86.0,30.0,11.0,0.39
102.0,1.0,12.0,0.39
218.0,0.0,1.0,0.4
178.0,3.0,2.0,0.4
96.0,30.0,3.0,0.4
146.0,1.0,4.0,0.4
129.0,5.0,5.0,0.4
81.0,30.0,6.0,0.4
213.0,2.0,7.0,0.4
209.0,3.0,8.0,0.4
203.0,4.0,9.0,0.4
96.0,30.0,10.0,0.4
132.0,16.0,11.0,0.4
73.0,19.0,12.0,0.4
202.0,4.0,1.0,0.41
176.0,5.0,2.0,0.41
215.0,0.0,3.0,0.41
102.0,24.0,4.0,0.41
206.0,2.0,5.0,0.41
86.0,30.0,6.0,0.41
76.0,30.0,7.0,0.41
156.0,5.0,8.0,0.41
80.0,30.0,9.0,0.41
157.0,7.0,10.0,0.41
100.0,16.0,11.0,0.41
73.0,0.0,12.0,0.41
222.0,2.0,1.0,0.42
73.0,30.0,2.0,0.42
120.0,1.0,3.0,0.42
150.0,5.0,4.0,0.42
189.0,4.0,5.0,0.42
160.0,3.0,6.0,0.42
152.0,13.0,7.0,0.42
205.0,5.0,8.0,0.42
91.0,30.0,9.0,0.42
138.0,12.0,10.0,0.42
213.0,10.0,11.0,0.42
71.0,19.0,12.0,0.42
167.0,12.0,1.0,0.43
149.0,3.0,2.0,0.43
79.0,30.0,3.0,0.43
224.0,3.0,4.0,0.43
103.0,16.0,5.0,0.43
183.0,7.0,6.0,0.43
179.0,7.0,7.0,0.43
167.0,16.0,8.0,0.43
219.0,3.0,9.0,0.43
141.0,17.0,10.0,0.43
90.0,30.0,11.0,0.43
228.0,5.0,12.0,0.43
87.0,30.0,1.0,0.44
217.0,2.0,2.0,0.44
225.0,2.0,3.0,0.44
71.0,30.0,4.0,0.44
145.0,8.0,5.0,0.44
170.0,4.0,6.0,0.44
80.0,30.0,7.0,0.44
210.0,4.0,8.0,0.44
96.0,30.0,9.0,0.44
223.0,4.0,10.0,0.44
174.0,14.0,11.0,0.44
172.0,17.0,12.0,0.44
74.0,30.0,1.0,0.45
197.0,0.0,2.0,0.45
208.0,1.0,3.0,0.45
221.0,2.0,4.0,0.45
201.0,3.0,5.0,0.45
77.0,30.0,6.0,0.45
132.0,8.0,7.0,0.45
156.0,4.0,8.0,0.45
215.0,4.0,9.0,0.45
96.0,30.0,10.0,0.45
134.0,8.0,11.0,0.45
196.0,15.0,12.0,0.45
88.0,30.0,1.0,0.46
151.0,3.0,2.0,0.46
147.0,2.0,3.0,0.46
78.0,30.0,4.0,0.46
117.0,5.0,5.0,0.46
148.0,5.0,6.0,0.46
173.0,3.0,7.0,0.46
203.0,2.0,8.0,0.46
135.0,20.0,9.0,0.46
100.0,27.0,10.0,0.46
77.0,19.0,11.0,0.46
174.0,6.0,12.0,0.46
114.0,21.0,1.0,0.47
183.0,4.0,2.0,0.47
173.0,2.0,3.0,0.47
165.0,6.0,4.0,0.47
203.0,3.0,5.0,0.47
161.0,13.0,6.0,0.47
167.0,4.0,7.0,0.47
224.0,4.0,8.0,0.47
160.0,16.0,9.0,0.47
111.0,20.0,10.0,0.47
187.0,14.0,11.0,0.47
124.0,16.0,12.0,0.47
70.0,30.0,1.0,0.48
198.0,3.0,2.0,0.48
105.0,15.0,3.0,0.48
168.0,2.0,4.0,0.48
101.0,17.0,5.0,0.48
71.0,30.0,6.0,0.48
123.0,5.0,7.0,0.48
186.0,5.0,8.0,0.48
207.0,3.0,9.0,0.48
108.0,22.0,10.0,0.48
166.0,13.0,11.0,0.48
114.0,4.0,12.0,0.48
131.0,20.0,1.0,0.49
129.0,8.0,2.0,0.49
211.0,1.0,3.0,0.49
215.0,1.0,4.0,0.49
169.0,6.0,5.0,0.49
202.0,1.0,6.0,0.49
206.0,2.0,7.0,0.49
124.0,16.0,8.0,0.49
192.0,6.0,9.0,0.49
119.0,22.0,10.0,0.49
172.0,11.0,11.0,0.49
149.0,23.0,12.0,0.49
222.0,1.0,1.0,0.5
83.0,30.0,2.0,0.5
99.0,30.0,3.0,0.5
215.0,2.0,4.0,0.5
196.0,3.0,5.0,0.5
138.0,15.0,6.0,0.5
178.0,3.0,7.0,0.5
152.0,7.0,8.0,0.5
199.0,2.0,9.0,0.5
191.0,10.0,10.0,0.5
78.0,28.0,11.0,0.5
90.0,13.0,12.0,0.5
167.0,15.0,1.0,0.51
121.0,14.0,2.0,0.51
151.0,5.0,3.0,0.51
134.0,3.0,4.0,0.51
71.0,30.0,5.0,0.51
72.0,30.0,6.0,0.51
117.0,3.0,7.0,0.51
196.0,4.0,8.0,0.51
77.0,30.0,9.0,0.51
173.0,10.0,10.0,0.51
148.0,13.0,11.0,0.51
166.0,10.0,12.0,0.51
102.0,30.0,1.0,0.52
199.0,2.0,2.0,0.52
150.0,6.0,3.0,0.52
136.0,15.0,4.0,0.52
82.0,30.0,5.0,0.52
204.0,3.0,6.0,0.52
116.0,6.0,7.0,0.52
110.0,18.0,8.0,0.52
227.0,3.0,9.0,0.52
138.0,6.0,10.0,0.52
74.0,30.0,11.0,0.52
111.0,1.0,12.0,0.52
229.0,2.0,1.0,0.53
181.0,4.0,2.0,0.53
86.0,30.0,3.0,0.53
155.0,3.0,4.0,0.53
177.0,7.0,5.0,0.53
194.0,4.0,6.0,0.53
201.0,5.0,7.0,0.53
173.0,21.0,8.0,0.53
88.0,30.0,9.0,0.53
227.0,7.0,10.0,0.53
139.0,13.0,11.0,0.53
176.0,18.0,12.0,0.53
128.0,21.0,1.0,0.54
192.0,3.0,2.0,0.54
191.0,3.0,3.0,0.54
196.0,1.0,4.0,0.54
172.0,12.0,5.0,0.54
163.0,14.0,6.0,0.54
117.0,21.0,7.0,0.54
204.0,3.0,8.0,0.54
198.0,0.0,9.0,0.54
85.0,30.0,10.0,0.54
106.0,25.0,11.0,0.54
149.0,5.0,12.0,0.54
94.0,30.0,1.0,0.55
128.0,3.0,2.0,0.55
218.0,0.0,3.0,0.55
189.0,4.0,4.0,0.55
213.0,1.0,5.0,0.55
210.0,1.0,6.0,0.55
216.0,2.0,7.0,0.55
221.0,3.0,8.0,0.55
88.0,30.0,9.0,0.55
173.0,11.0,10.0,0.55
82.0,30.0,11.0,0.55
152.0,8.0,12.0,0.55
98.0,30.0,1.0,0.56
162.0,6.0,2.0,0.56
195.0,4.0,3.0,0.56
77.0,30.0,4.0,0.56
131.0,5.0,5.0,0.56
141.0,4.0,6.0,0.56
156.0,4.0,7.0,0.56
144.0,6.0,8.0,0.56
153.0,6.0,9.0,0.56
212.0,7.0,10.0,0.56
141.0,21.0,11.0,0.56
92.0,17.0,12.0,0.56
229.0,0.0,1.0,0.57
83.0,30.0,2.0,0.57
136.0,2.0,3.0,0.57
182.0,3.0,4.0,0.57
203.0,2.0,5.0,0.57
86.0,30.0,6.0,0.57
157.0,2.0,7.0,0.57
165.0,6.0,8.0,0.57
109.0,22.0,9.0,0.57
137.0,13.0,10.0,0.57
136.0,13.0,11.0,0.57
133.0,15.0,12.0,0.57
217.0,1.0,1.0,0.58
172.0,11.0,2.0,0.58
227.0,2.0,3.0,0.58
207.0,0.0,4.0,0.58
112.0,24.0,5.0,0.58
152.0,3.0,6.0,0.58
97.0,30.0,7.0,0.58
127.0,8.0,8.0,0.58
216.0,2.0,9.0,0.58
156.0,11.0,10.0,0.58
210.0,4.0,11.0,0.58
146.0,18.0,12.0,0.58
148.0,8.0,1.0,0.59
129.0,7.0,2.0,0.59
76.0,30.0,3.0,0.59
97.0,30.0,4.0,0.59
174.0,3.0,5.0,0.59
185.0,3.0,6.0,0.59
189.0,5.0,7.0,0.59
141.0,20.0,8.0,0.59
208.0,0.0,9.0,0.59
166.0,10.0,10.0,0.59
106.0,27.0,11.0,0.59
204.0,12.0,12.0,0.59
181.0,5.0,1.0,0.6
199.0,0.0,2.0,0.6
199.0,0.0,3.0,0.6
124.0,27.0,4.0,0.6
139.0,7.0,5.0,0.6
104.0,20.0,6.0,0.6
104.0,20.0,7.0,0.6
105.0,20.0,8.0,0.6
90.0,30.0,9.0,0.6
102.0,23.0,10.0,0.6
175.0,5.0,11.0,0.6
163.0,1.0,12.0,0.6
122.0,24.0,1.0,0.61
86.0,30.0,2.0,0.61
126.0,7.0,3.0,0.61
118.0,3.0,4.0,0.61
149.0,4.0,5.0,0.61
172.0,5.0,6.0,0.61
84.0,30.0,7.0,0.61
188.0,5.0,8.0,0.61
161.0,12.0,9.0,0.61
205.0,1.0,10.0,0.61
90.0,30.0,11.0,0.61
140.0,2.0,12.0,0.61
73.0,30.0,1.0,0.62
87.0,30.0,2.0,0.62
81.0,30.0,3.0,0.62
138.0,3.0,4.0,0.62
111.0,4.0,5.0,0.62
71.0,30.0,6.0,0.62
186.0,5.0,7.0,0.62
141.0,8.0,8.0,0.62
141.0,21.0,9.0,0.62
78.0,28.0,10.0,0.62
149.0,1.0,11.0,0.62
185.0,0.0,12.0,0.62
127.0,12.0,1.0,0.63
213.0,1.0,2.0,0.63
172.0,1.0,3.0,0.63
85.0,30.0,4.0,0.63
148.0,4.0,5.0,0.63
192.0,7.0,6.0,0.63
83.0,30.0,7.0,0.63
126.0,2.0,8.0,0.63
172.0,5.0,9.0,0.63
205.0,3.0,10.0,0.63
97.0,30.0,11.0,0.63
191.0,1.0,12.0,0.63
142.0,17.0,1.0,0.64
204.0,1.0,2.0,0.64
103.0,25.0,3.0,0.64
84.0,30.0,4.0,0.64
180.0,3.0,5.0,0.64
153.0,5.0,6.0,0.64
152.0,19.0,7.0,0.64
208.0,3.0,8.0,0.64
193.0,7.0,9.0,0.64
188.0,24.0,10.0,0.64
181.0,21.0,11.0,0.64
129.0,3.0,12.0,0.64
175.0,6.0,1.0,0.65
202.0,0.0,2.0,0.65
116.0,24.0,3.0,0.65
147.0,2.0,4.0,0.65
94.0,30.0,5.0,0.65
224.0,2.0,6.0,0.65
111.0,2.0,7.0,0.65
167.0,10.0,8.0,0.65
206.0,4.0,9.0,0.65
120.0,22.0,10.0,0.65
119.0,26.0,11.0,0.65
120.0,12.0,12.0,0.65
166.0,4.0,1.0,0.66
73.0,30.0,2.0,0.66
177.0,1.0,3.0,0.66
109.0,2.0,4.0,0.66
170.0,1.0,5.0,0.66
214.0,0.0,6.0,0.66
77.0,30.0,7.0,0.66
99.0,30.0,8.0,0.66
156.0,6.0,9.0,0.66
146.0,9.0,10.0,0.66
133.0,23.0,11.0,0.66
140.0,17.0,12.0,0.66
73.0,30.0,1.0,0.67
115.0,3.0,2.0,0.67
140.0,0.0,3.0,0.67
168.0,3.0,4.0,0.67
223.0,4.0,5.0,0.67
171.0,8.0,6.0,0.67
210.0,2.0,7.0,0.67
147.0,22.0,8.0,0.67
185.0,12.0,9.0,0.67
174.0,8.0,10.0,0.67
102.0,27.0,11.0,0.67
89.0,15.0,12.0,0.67
164.0,10.0,1.0,0.68
213.0,2.0,2.0,0.68
108.0,21.0,3.0,0.68
144.0,6.0,4.0,0.68
203.0,3.0,5.0,0.68
217.0,3.0,6.0,0.68
118.0,22.0,7.0,0.68
168.0,9.0,8.0,0.68
100.0,27.0,9.0,0.68
128.0,14.0,10.0,0.68
228.0,6.0,11.0,0.68
108.0,13.0,12.0,0.68
139.0,8.0,1.0,0.69
212.0,1.0,2.0,0.69
166.0,3.0,3.0,0.69
196.0,2.0,4.0,0.69
193.0,2.0,5.0,0.69
72.0,30.0,6.0,0.69
223.0,2.0,7.0,0.69
153.0,7.0,8.0,0.69
210.0,2.0,9.0,0.69
182.0,11.0,10.0,0.69
218.0,7.0,11.0,0.69
206.0,9.0,12.0,0.69
195.0,6.0,1.0,0.7
183.0,2.0,2.0,0.7
113.0,26.0,3.0,0.7
141.0,3.0,4.0,0.7
70.0,30.0,5.0,0.7
214.0,1.0,6.0,0.7
174.0,6.0,7.0,0.7
81.0,30.0,8.0,0.7
166.0,7.0,9.0,0.7
127.0,9.0,10.0,0.7
111.0,26.0,11.0,0.7
160.0,11.0,12.0,0.7
197.0,1.0,1.0,0.71
179.0,5.0,2.0,0.71
71.0,30.0,3.0,0.71
72.0,30.0,4.0,0.71
201.0,2.0,5.0,0.71
105.0,22.0,6.0,0.71
220.0,2.0,7.0,0.71
143.0,6.0,8.0,0.71
113.0,26.0,9.0,0.71
132.0,12.0,10.0,0.71
101.0,25.0,11.0,0.71
164.0,6.0,12.0,0.71
131.0,8.0,1.0,0.72
146.0,4.0,2.0,0.72
196.0,0.0,3.0,0.72
123.0,20.0,4.0,0.72
146.0,4.0,5.0,0.72
168.0,1.0,6.0,0.72
191.0,6.0,7.0,0.72
196.0,1.0,8.0,0.72
84.0,30.0,9.0,0.72
187.0,14.0,10.0,0.72
204.0,2.0,11.0,0.72
120.0,17.0,12.0,0.72
97.0,30.0,1.0,0.73
201.0,0.0,2.0,0.73
134.0,4.0,3.0,0.73
221.0,1.0,4.0,0.73
91.0,30.0,5.0,0.73
184.0,4.0,6.0,0.73
114.0,7.0,7.0,0.73
204.0,2.0,8.0,0.73
82.0,30.0,9.0,0.73
117.0,10.0,10.0,0.73
131.0,10.0,11.0,0.73
192.0,19.0,12.0,0.73
107.0,29.0,1.0,0.74
84.0,30.0,2.0,0.74
111.0,4.0,3.0,0.74
215.0,1.0,4.0,0.74
151.0,1.0,5.0,0.74
117.0,24.0,6.0,0.74
97.0,30.0,7.0,0.74
178.0,3.0,8.0,0.74
161.0,4.0,9.0,0.74
132.0,25.0,10.0,0.74
223.0,2.0,11.0,0.74
165.0,13.0,12.0,0.74
202.0,0.0,1.0,0.75
221.0,0.0,2.0,0.75
95.0,30.0,3.0,0.75
208.0,1.0,4.0,0.75
152.0,2.0,5.0,0.75
151.0,23.0,6.0,0.75
209.0,1.0,7.0,0.75
172.0,6.0,8.0,0.75
101.0,26.0,9.0,0.75
137.0,8.0,10.0,0.75
72.0,30.0,11.0,0.75
184.0,4.0,12.0,0.75
217.0,0.0,1.0,0.76
155.0,6.0,2.0,0.76
141.0,14.0,3.0,0.76
197.0,1.0,4.0,0.76
131.0,19.0,5.0,0.76
179.0,3.0,6.0,0.76
225.0,2.0,7.0,0.76
79.0,30.0,8.0,0.76
86.0,30.0,9.0,0.76
155.0,8.0,10.0,0.76
217.0,2.0,11.0,0.76
117.0,11.0,12.0,0.76
200.0,0.0,1.0,0.77
151.0,13.0,2.0,0.77
227.0,1.0,3.0,0.77
110.0,26.0,4.0,0.77
87.0,30.0,5.0,0.77
122.0,2.0,6.0,0.77
104.0,25.0,7.0,0.77
73.0,30.0,8.0,0.77
161.0,10.0,9.0,0.77
161.0,10.0,10.0,0.77
130.0,22.0,11.0,0.77
105.0,1.0,12.0,0.77
170.0,2.0,1.0,0.78
159.0,5.0,2.0,0.78
207.0,1.0,3.0,0.78
87.0,30.0,4.0,0.78
170.0,2.0,5.0,0.78
225.0,1.0,6.0,0.78
162.0,24.0,7.0,0.78
182.0,4.0,8.0,0.78
136.0,25.0,9.0,0.78
82.0,30.0,10.0,0.78
158.0,9.0,11.0,0.78
121.0,2.0,12.0,0.78
92.0,30.0,1.0,0.79
104.0,24.0,2.0,0.79
97.0,30.0,3.0,0.79
160.0,2.0,4.0,0.79
114.0,2.0,5.0,0.79
72.0,30.0,6.0,0.79
129.0,6.0,7.0,0.79
92.0,30.0,8.0,0.79
110.0,10.0,9.0,0.79
190.0,12.0,10.0,0.79
90.0,23.0,11.0,0.79
154.0,0.0,12.0,0.79
128.0,4.0,1.0,0.8
187.0,4.0,2.0,0.8
85.0,30.0,3.0,0.8
192.0,3.0,4.0,0.8
174.0,1.0,5.0,0.8
182.0,1.0,6.0,0.8
103.0,26.0,7.0,0.8
128.0,7.0,8.0,0.8
125.0,8.0,9.0,0.8
119.0,26.0,10.0,0.8
106.0,24.0,11.0,0.8
93.0,0.0,12.0,0.8
215.0,0.0,1.0,0.81
99.0,30.0,2.0,0.81
146.0,5.0,3.0,0.81
175.0,6.0,4.0,0.81
140.0,23.0,5.0,0.81
111.0,26.0,6.0,0.81
125.0,6.0,7.0,0.81
72.0,30.0,8.0,0.81
106.0,25.0,9.0,0.81
212.0,0.0,10.0,0.81
138.0,10.0,11.0,0.81
88.0,14.0,12.0,0.81
220.0,0.0,1.0,0.82
102.0,30.0,2.0,0.82
208.0,0.0,3.0,0.82
131.0,8.0,4.0,0.82
112.0,25.0,5.0,0.82
82.0,30.0,6.0,0.82
220.0,2.0,7.0,0.82
70.0,30.0,8.0,0.82
137.0,6.0,9.0,0.82
174.0,9.0,10.0,0.82
119.0,27.0,11.0,0.82
77.0,8.0,12.0,0.82
96.0,30.0,1.0,0.83
229.0,1.0,2.0,0.83
86.0,30.0,3.0,0.83
189.0,4.0,4.0,0.83
211.0,1.0,5.0,0.83
105.0,25.0,6.0,0.83
150.0,7.0,7.0,0.83
219.0,0.0,8.0,0.83
212.0,3.0,9.0,0.83
146.0,26.0,10.0,0.83
126.0,27.0,11.0,0.83
70.0,0.0,12.0,0.83
168.0,15.0,1.0,0.84
170.0,3.0,2.0,0.84
123.0,22.0,3.0,0.84
201.0,1.0,4.0,0.84
173.0,4.0,5.0,0.84
85.0,30.0,6.0,0.84
208.0,0.0,7.0,0.84
186.0,4.0,8.0,0.84
180.0,24.0,9.0,0.84
155.0,28.0,10.0,0.84
198.0,1.0,11.0,0.84
167.0,5.0,12.0,0.84
132.0,5.0,1.0,0.85
197.0,1.0,2.0,0.85
145.0,3.0,3.0,0.85
148.0,3.0,4.0,0.85
190.0,4.0,5.0,0.85
186.0,1.0,6.0,0.85
119.0,27.0,7.0,0.85
102.0,28.0,8.0,0.85
157.0,6.0,9.0,0.85
92.0,30.0,10.0,0.85
146.0,2.0,11.0,0.85
217.0,4.0,12.0,0.85
227.0,0.0,1.0,0.86
163.0,15.0,2.0,0.86
198.0,0.0,3.0,0.86
81.0,30.0,4.0,0.86
145.0,2.0,5.0,0.86
97.0,30.0,6.0,0.86
133.0,5.0,7.0,0.86
97.0,30.0,8.0,0.86
93.0,30.0,9.0,0.86
212.0,1.0,10.0,0.86
183.0,9.0,11.0,0.86
133.0,8.0,12.0,0.86
102.0,30.0,1.0,0.87
117.0,3.0,2.0,0.87
98.0,30.0,3.0,0.87
229.0,0.0,4.0,0.87
200.0,0.0,5.0,0.87
83.0,30.0,6.0,0.87
154.0,5.0,7.0,0.87
220.0,0.0,8.0,0.87
134.0,27.0,9.0,0.87
88.0,28.0,10.0,0.87
74.0,6.0,11.0,0.87
103.0,0.0,12.0,0.87
97.0,30.0,1.0,0.88
227.0,0.0,2.0,0.88
79.0,30.0,3.0,0.88
209.0,0.0,4.0,0.88
104.0,28.0,5.0,0.88
179.0,5.0,6.0,0.88
129.0,5.0,7.0,0.88
112.0,28.0,8.0,0.88
201.0,0.0,9.0,0.88
191.0,8.0,10.0,0.88
186.0,27.0,11.0,0.88
229.0,3.0,12.0,0.88
118.0,25.0,1.0,0.89
207.0,1.0,2.0,0.89
140.0,2.0,3.0,0.89
154.0,4.0,4.0,0.89
86.0,30.0,5.0,0.89
225.0,1.0,6.0,0.89
209.0,0.0,7.0,0.89
149.0,28.0,8.0,0.89
216.0,1.0,9.0,0.89
220.0,2.0,10.0,0.89
78.0,30.0,11.0,0.89
207.0,3.0,12.0,0.89
112.0,19.0,1.0,0.9
100.0,30.0,2.0,0.9
72.0,30.0,3.0,0.9
186.0,2.0,4.0,0.9
212.0,0.0,5.0,0.9
104.0,28.0,6.0,0.9
93.0,30.0,7.0,0.9
159.0,5.0,8.0,0.9
132.0,6.0,9.0,0.9
204.0,0.0,10.0,0.9
71.0,19.0,11.0,0.9
184.0,0.0,12.0,0.9
165.0,14.0,1.0,0.91
189.0,0.0,2.0,0.91
201.0,1.0,3.0,0.91
75.0,30.0,4.0,0.91
168.0,3.0,5.0,0.91
139.0,5.0,6.0,0.91
127.0,28.0,7.0,0.91
199.0,1.0,8.0,0.91
228.0,0.0,9.0,0.91
217.0,2.0,10.0,0.91
74.0,30.0,11.0,0.91
112.0,6.0,12.0,0.91
188.0,14.0,1.0,0.92
92.0,30.0,2.0,0.92
158.0,1.0,3.0,0.92
120.0,7.0,4.0,0.92
165.0,3.0,5.0,0.92
197.0,0.0,6.0,0.92
170.0,3.0,7.0,0.92
180.0,5.0,8.0,0.92
84.0,30.0,9.0,0.92
205.0,2.0,10.0,0.92
125.0,16.0,11.0,0.92
97.0,19.0,12.0,0.92
172.0,1.0,1.0,0.93
160.0,4.0,2.0,0.93
187.0,4.0,3.0,0.93
229.0,0.0,4.0,0.93
145.0,25.0,5.0,0.93
85.0,30.0,6.0,0.93
221.0,0.0,7.0,0.93
112.0,7.0,8.0,0.93
141.0,7.0,9.0,0.93
113.0,11.0,10.0,0.93
148.0,12.0,11.0,0.93
129.0,24.0,12.0,0.93
204.0,0.0,1.0,0.94
191.0,1.0,2.0,0.94
225.0,0.0,3.0,0.94
225.0,0.0,4.0,0.94
122.0,29.0,5.0,0.94
87.0,30.0,6.0,0.94
169.0,9.0,7.0,0.94
206.0,0.0,8.0,0.94
99.0,30.0,9.0,0.94
71.0,30.0,10.0,0.94
100.0,11.0,11.0,0.94
158.0,0.0,12.0,0.94
