Prix,Achat_Tot,Date,Part_Strat
112.0,8.0,5.0,0.18
136.0,3.0,6.0,0.18
180.0,6.0,7.0,0.18
209.0,3.0,8.0,0.18
71.0,30.0,9.0,0.18
139.0,8.0,10.0,0.18
98.0,29.0,11.0,0.18
162.0,0.0,12.0,0.18
200.0,2.0,1.0,0.19
209.0,4.0,2.0,0.19
160.0,10.0,3.0,0.19
72.0,30.0,4.0,0.19
79.0,30.0,5.0,0.19
186.0,5.0,6.0,0.19
179.0,5.0,7.0,0.19
159.0,9.0,8.0,0.19
102.0,8.0,9.0,0.19
181.0,12.0,10.0,0.19
204.0,13.0,11.0,0.19
190.0,14.0,12.0,0.19
102.0,30.0,1.0,0.2
226.0,1.0,2.0,0.2
202.0,2.0,3.0,0.2
130.0,9.0,4.0,0.2
76.0,30.0,5.0,0.2
205.0,3.0,6.0,0.2
106.0,9.0,7.0,0.2
70.0,30.0,8.0,0.2
226.0,7.0,9.0,0.2
213.0,8.0,10.0,0.2
187.0,15.0,11.0,0.2
78.0,10.0,12.0,0.2
128.0,23.0,1.0,0.21
219.0,0.0,2.0,0.21
76.0,30.0,3.0,0.21
202.0,1.0,4.0,0.21
101.0,11.0,5.0,0.21
137.0,4.0,6.0,0.21
192.0,4.0,7.0,0.21
85.0,30.0,8.0,0.21
149.0,7.0,9.0,0.21
109.0,9.0,10.0,0.21
188.0,18.0,11.0,0.21
197.0,15.0,12.0,0.21
123.0,20.0,1.0,0.22
87.0,30.0,2.0,0.22
209.0,1.0,3.0,0.22
165.0,3.0,4.0,0.22
82.0,30.0,5.0,0.22
206.0,1.0,6.0,0.22
170.0,4.0,7.0,0.22
158.0,13.0,8.0,0.22
145.0,12.0,9.0,0.22
162.0,16.0,10.0,0.22
139.0,15.0,11.0,0.22
200.0,18.0,12.0,0.22
212.0,2.0,1.0,0.23
99.0,30.0,2.0,0.23
129.0,5.0,3.0,0.23
74.0,30.0,4.0,0.23
187.0,5.0,5.0,0.23
75.0,30.0,6.0,0.23
173.0,3.0,7.0,0.23
97.0,30.0,8.0,0.23
148.0,4.0,9.0,0.23
141.0,8.0,10.0,0.23
123.0,20.0,11.0,0.23
74.0,10.0,12.0,0.23
181.0,11.0,1.0,0.24
113.0,22.0,2.0,0.24
81.0,30.0,3.0,0.24
77.0,30.0,4.0,0.24
85.0,30.0,5.0,0.24
81.0,30.0,6.0,0.24
77.0,29.0,7.0,0.24
211.0,0.0,8.0,0.24
229.0,1.0,9.0,0.24
194.0,17.0,10.0,0.24
169.0,6.0,11.0,0.24
147.0,6.0,12.0,0.24
133.0,24.0,1.0,0.25
201.0,2.0,2.0,0.25
115.0,12.0,3.0,0.25
91.0,30.0,4.0,0.25
119.0,2.0,5.0,0.25
135.0,3.0,6.0,0.25
94.0,30.0,7.0,0.25
146.0,7.0,8.0,0.25
170.0,9.0,9.0,0.25
101.0,16.0,10.0,0.25
136.0,10.0,11.0,0.25
74.0,13.0,12.0,0.25
127.0,21.0,1.0,0.26
83.0,30.0,2.0,0.26
104.0,10.0,3.0,0.26
217.0,4.0,4.0,0.26
189.0,1.0,5.0,0.26
189.0,8.0,6.0,0.26
208.0,5.0,7.0,0.26
119.0,11.0,8.0,0.26
87.0,30.0,9.0,0.26
139.0,10.0,10.0,0.26
117.0,15.0,11.0,0.26
229.0,15.0,12.0,0.26
119.0,19.0,1.0,0.27
154.0,7.0,2.0,0.27
226.0,3.0,3.0,0.27
103.0,14.0,4.0,0.27
114.0,2.0,5.0,0.27
93.0,30.0,6.0,0.27
113.0,4.0,7.0,0.27
180.0,6.0,8.0,0.27
106.0,12.0,9.0,0.27
102.0,17.0,10.0,0.27
127.0,17.0,11.0,0.27
219.0,17.0,12.0,0.27
98.0,30.0,1.0,0.28
205.0,3.0,2.0,0.28
166.0,0.0,3.0,0.28
217.0,9.0,4.0,0.28
181.0,1.0,5.0,0.28
184.0,4.0,6.0,0.28
125.0,12.0,7.0,0.28
141.0,10.0,8.0,0.28
208.0,4.0,9.0,0.28
81.0,30.0,10.0,0.28
176.0,12.0,11.0,0.28
213.0,12.0,12.0,0.28
88.0,30.0,1.0,0.29
191.0,1.0,2.0,0.29
129.0,3.0,3.0,0.29
191.0,1.0,4.0,0.29
108.0,12.0,5.0,0.29
201.0,3.0,6.0,0.29
156.0,6.0,7.0,0.29
137.0,13.0,8.0,0.29
167.0,11.0,9.0,0.29
122.0,17.0,10.0,0.29
106.0,16.0,11.0,0.29
86.0,13.0,12.0,0.29
146.0,11.0,1.0,0.3
147.0,5.0,2.0,0.3
136.0,7.0,3.0,0.3
146.0,3.0,4.0,0.3
170.0,3.0,5.0,0.3
115.0,14.0,6.0,0.3
93.0,30.0,7.0,0.3
113.0,6.0,8.0,0.3
71.0,30.0,9.0,0.3
137.0,9.0,10.0,0.3
92.0,24.0,11.0,0.3
144.0,0.0,12.0,0.3
192.0,1.0,1.0,0.31
71.0,30.0,2.0,0.31
172.0,2.0,3.0,0.31
137.0,6.0,4.0,0.31
114.0,11.0,5.0,0.31
91.0,30.0,6.0,0.31
179.0,8.0,7.0,0.31
71.0,30.0,8.0,0.31
195.0,10.0,9.0,0.31
200.0,6.0,10.0,0.31
125.0,18.0,11.0,0.31
110.0,8.0,12.0,0.31
113.0,18.0,1.0,0.32
79.0,30.0,2.0,0.32
201.0,2.0,3.0,0.32
191.0,6.0,4.0,0.32
118.0,10.0,5.0,0.32
212.0,3.0,6.0,0.32
117.0,12.0,7.0,0.32
176.0,5.0,8.0,0.32
151.0,5.0,9.0,0.32
190.0,10.0,10.0,0.32
185.0,12.0,11.0,0.32
101.0,21.0,12.0,0.32
72.0,30.0,1.0,0.33
130.0,0.0,2.0,0.33
178.0,6.0,3.0,0.33
215.0,4.0,4.0,0.33
144.0,12.0,5.0,0.33
153.0,3.0,6.0,0.33
135.0,12.0,7.0,0.33
135.0,18.0,8.0,0.33
146.0,7.0,9.0,0.33
151.0,8.0,10.0,0.33
148.0,16.0,11.0,0.33
126.0,20.0,12.0,0.33
225.0,0.0,1.0,0.34
131.0,25.0,2.0,0.34
75.0,30.0,3.0,0.34
178.0,0.0,4.0,0.34
125.0,3.0,5.0,0.34
117.0,13.0,6.0,0.34
116.0,14.0,7.0,0.34
137.0,13.0,8.0,0.34
215.0,6.0,9.0,0.34
151.0,9.0,10.0,0.34
197.0,12.0,11.0,0.34
175.0,22.0,12.0,0.34
153.0,14.0,1.0,0.35
202.0,1.0,2.0,0.35
191.0,7.0,3.0,0.35
216.0,2.0,4.0,0.35
193.0,7.0,5.0,0.35
157.0,18.0,6.0,0.35
155.0,17.0,7.0,0.35
208.0,6.0,8.0,0.35
99.0,30.0,9.0,0.35
194.0,15.0,10.0,0.35
193.0,15.0,11.0,0.35
95.0,15.0,12.0,0.35
127.0,14.0,1.0,0.36
115.0,7.0,2.0,0.36
166.0,2.0,3.0,0.36
205.0,2.0,4.0,0.36
123.0,16.0,5.0,0.36
152.0,5.0,6.0,0.36
79.0,30.0,7.0,0.36
136.0,7.0,8.0,0.36
140.0,6.0,9.0,0.36
186.0,7.0,10.0,0.36
133.0,19.0,11.0,0.36
162.0,21.0,12.0,0.36
199.0,3.0,1.0,0.37
191.0,9.0,2.0,0.37
155.0,16.0,3.0,0.37
206.0,3.0,4.0,0.37
185.0,2.0,5.0,0.37
179.0,13.0,6.0,0.37
150.0,13.0,7.0,0.37
163.0,5.0,8.0,0.37
140.0,20.0,9.0,0.37
216.0,8.0,10.0,0.37
140.0,19.0,11.0,0.37
163.0,17.0,12.0,0.37
76.0,30.0,1.0,0.38
172.0,5.0,2.0,0.38
228.0,2.0,3.0,0.38
200.0,2.0,4.0,0.38
163.0,12.0,5.0,0.38
229.0,1.0,6.0,0.38
126.0,17.0,7.0,0.38
78.0,30.0,8.0,0.38
150.0,4.0,9.0,0.38
172.0,9.0,10.0,0.38
152.0,14.0,11.0,0.38
177.0,18.0,12.0,0.38
214.0,1.0,1.0,0.39
219.0,1.0,2.0,0.39
228.0,3.0,3.0,0.39
75.0,30.0,4.0,0.39
195.0,2.0,5.0,0.39
81.0,30.0,6.0,0.39
103.0,14.0,7.0,0.39
186.0,5.0,8.0,0.39
77.0,30.0,9.0,0.39
161.0,11.0,10.0,0.39
145.0,12.0,11.0,0.39
143.0,14.0,12.0,0.39
118.0,15.0,1.0,0.4
136.0,4.0,2.0,0.4
194.0,2.0,3.0,0.4
101.0,15.0,4.0,0.4
143.0,5.0,5.0,0.4
124.0,6.0,6.0,0.4
203.0,3.0,7.0,0.4
101.0,13.0,8.0,0.4
92.0,30.0,9.0,0.4
220.0,5.0,10.0,0.4
188.0,14.0,11.0,0.4
187.0,18.0,12.0,0.4
172.0,13.0,1.0,0.41
144.0,12.0,2.0,0.41
94.0,30.0,3.0,0.41
190.0,4.0,4.0,0.41
136.0,1.0,5.0,0.41
225.0,4.0,6.0,0.41
79.0,30.0,7.0,0.41
80.0,30.0,8.0,0.41
78.0,30.0,9.0,0.41
174.0,9.0,10.0,0.41
119.0,8.0,11.0,0.41
116.0,5.0,12.0,0.41
101.0,30.0,1.0,0.42
101.0,15.0,2.0,0.42
180.0,2.0,3.0,0.42
90.0,30.0,4.0,0.42
186.0,1.0,5.0,0.42
199.0,4.0,6.0,0.42
97.0,30.0,7.0,0.42
89.0,30.0,8.0,0.42
176.0,6.0,9.0,0.42
131.0,10.0,10.0,0.42
202.0,4.0,11.0,0.42
91.0,9.0,12.0,0.42
157.0,18.0,1.0,0.43
155.0,9.0,2.0,0.43
129.0,11.0,3.0,0.43
105.0,15.0,4.0,0.43
188.0,1.0,5.0,0.43
188.0,7.0,6.0,0.43
72.0,30.0,7.0,0.43
184.0,6.0,8.0,0.43
105.0,19.0,9.0,0.43
85.0,30.0,10.0,0.43
182.0,2.0,11.0,0.43
132.0,10.0,12.0,0.43
132.0,19.0,1.0,0.44
201.0,2.0,2.0,0.44
194.0,1.0,3.0,0.44
141.0,14.0,4.0,0.44
97.0,30.0,5.0,0.44
103.0,16.0,6.0,0.44
75.0,30.0,7.0,0.44
121.0,6.0,8.0,0.44
222.0,7.0,9.0,0.44
222.0,3.0,10.0,0.44
97.0,28.0,11.0,0.44
137.0,4.0,12.0,0.44
145.0,20.0,1.0,0.45
225.0,2.0,2.0,0.45
123.0,13.0,3.0,0.45
223.0,1.0,4.0,0.45
201.0,3.0,5.0,0.45
113.0,18.0,6.0,0.45
107.0,17.0,7.0,0.45
90.0,30.0,8.0,0.45
128.0,8.0,9.0,0.45
155.0,8.0,10.0,0.45
110.0,22.0,11.0,0.45
152.0,12.0,12.0,0.45
195.0,6.0,1.0,0.46
131.0,11.0,2.0,0.46
150.0,4.0,3.0,0.46
107.0,16.0,4.0,0.46
173.0,5.0,5.0,0.46
116.0,5.0,6.0,0.46
115.0,18.0,7.0,0.46
85.0,30.0,8.0,0.46
137.0,6.0,9.0,0.46
224.0,4.0,10.0,0.46
134.0,20.0,11.0,0.46
218.0,7.0,12.0,0.46
80.0,30.0,1.0,0.47
211.0,0.0,2.0,0.47
78.0,30.0,3.0,0.47
184.0,3.0,4.0,0.47
85.0,30.0,5.0,0.47
225.0,3.0,6.0,0.47
93.0,30.0,7.0,0.47
147.0,5.0,8.0,0.47
158.0,5.0,9.0,0.47
109.0,23.0,10.0,0.47
80.0,25.0,11.0,0.47
178.0,0.0,12.0,0.47
135.0,19.0,1.0,0.48
204.0,1.0,2.0,0.48
146.0,2.0,3.0,0.48
225.0,3.0,4.0,0.48
227.0,2.0,5.0,0.48
92.0,30.0,6.0,0.48
209.0,2.0,7.0,0.48
212.0,2.0,8.0,0.48
183.0,19.0,9.0,0.48
182.0,21.0,10.0,0.48
129.0,23.0,11.0,0.48
150.0,12.0,12.0,0.48
182.0,8.0,1.0,0.49
106.0,26.0,2.0,0.49
197.0,3.0,3.0,0.49
203.0,2.0,4.0,0.49
228.0,2.0,5.0,0.49
227.0,2.0,6.0,0.49
204.0,2.0,7.0,0.49
92.0,30.0,8.0,0.49
72.0,30.0,9.0,0.49
162.0,12.0,10.0,0.49
175.0,14.0,11.0,0.49
167.0,14.0,12.0,0.49
152.0,11.0,1.0,0.5
153.0,2.0,2.0,0.5
228.0,1.0,3.0,0.5
149.0,15.0,4.0,0.5
193.0,3.0,5.0,0.5
200.0,2.0,6.0,0.5
218.0,3.0,7.0,0.5
226.0,2.0,8.0,0.5
71.0,30.0,9.0,0.5
207.0,2.0,10.0,0.5
74.0,30.0,11.0,0.5
213.0,7.0,12.0,0.5
91.0,30.0,1.0,0.51
153.0,2.0,2.0,0.51
210.0,1.0,3.0,0.51
158.0,3.0,4.0,0.51
202.0,4.0,5.0,0.51
130.0,23.0,6.0,0.51
194.0,2.0,7.0,0.51
118.0,19.0,8.0,0.51
135.0,7.0,9.0,0.51
228.0,5.0,10.0,0.51
127.0,21.0,11.0,0.51
112.0,15.0,12.0,0.51
78.0,30.0,1.0,0.52
103.0,16.0,2.0,0.52
92.0,30.0,3.0,0.52
144.0,1.0,4.0,0.52
160.0,5.0,5.0,0.52
112.0,20.0,6.0,0.52
136.0,3.0,7.0,0.52
70.0,30.0,8.0,0.52
169.0,11.0,9.0,0.52
186.0,8.0,10.0,0.52
142.0,22.0,11.0,0.52
149.0,3.0,12.0,0.52
99.0,30.0,1.0,0.53
116.0,3.0,2.0,0.53
87.0,30.0,3.0,0.53
116.0,4.0,4.0,0.53
121.0,6.0,5.0,0.53
79.0,30.0,6.0,0.53
202.0,2.0,7.0,0.53
107.0,21.0,8.0,0.53
204.0,1.0,9.0,0.53
89.0,30.0,10.0,0.53
148.0,11.0,11.0,0.53
210.0,7.0,12.0,0.53
122.0,18.0,1.0,0.54
75.0,30.0,2.0,0.54
196.0,1.0,3.0,0.54
190.0,5.0,4.0,0.54
103.0,19.0,5.0,0.54
185.0,2.0,6.0,0.54
168.0,6.0,7.0,0.54
159.0,20.0,8.0,0.54
194.0,7.0,9.0,0.54
99.0,30.0,10.0,0.54
169.0,8.0,11.0,0.54
116.0,9.0,12.0,0.54
103.0,30.0,1.0,0.55
99.0,30.0,2.0,0.55
160.0,4.0,3.0,0.55
110.0,0.0,4.0,0.55
130.0,3.0,5.0,0.55
114.0,4.0,6.0,0.55
135.0,1.0,7.0,0.55
169.0,2.0,8.0,0.55
207.0,4.0,9.0,0.55
169.0,20.0,10.0,0.55
129.0,24.0,11.0,0.55
205.0,13.0,12.0,0.55
156.0,16.0,1.0,0.56
116.0,19.0,2.0,0.56
157.0,3.0,3.0,0.56
104.0,20.0,4.0,0.56
216.0,3.0,5.0,0.56
136.0,6.0,6.0,0.56
121.0,19.0,7.0,0.56
107.0,20.0,8.0,0.56
106.0,21.0,9.0,0.56
165.0,9.0,10.0,0.56
86.0,21.0,11.0,0.56
103.0,3.0,12.0,0.56
120.0,21.0,1.0,0.57
220.0,0.0,2.0,0.57
227.0,1.0,3.0,0.57
119.0,15.0,4.0,0.57
185.0,2.0,5.0,0.57
143.0,8.0,6.0,0.57
116.0,20.0,7.0,0.57
183.0,7.0,8.0,0.57
207.0,3.0,9.0,0.57
183.0,21.0,10.0,0.57
183.0,24.0,11.0,0.57
178.0,7.0,12.0,0.57
127.0,19.0,1.0,0.58
188.0,3.0,2.0,0.58
207.0,0.0,3.0,0.58
142.0,14.0,4.0,0.58
153.0,2.0,5.0,0.58
83.0,30.0,6.0,0.58
178.0,9.0,7.0,0.58
96.0,30.0,8.0,0.58
177.0,3.0,9.0,0.58
91.0,30.0,10.0,0.58
176.0,4.0,11.0,0.58
202.0,11.0,12.0,0.58
181.0,13.0,1.0,0.59
99.0,30.0,2.0,0.59
97.0,30.0,3.0,0.59
110.0,9.0,4.0,0.59
120.0,2.0,5.0,0.59
92.0,30.0,6.0,0.59
208.0,2.0,7.0,0.59
87.0,30.0,8.0,0.59
170.0,10.0,9.0,0.59
163.0,11.0,10.0,0.59
160.0,25.0,11.0,0.59
113.0,1.0,12.0,0.59
110.0,11.0,1.0,0.6
89.0,30.0,2.0,0.6
217.0,0.0,3.0,0.6
93.0,30.0,4.0,0.6
152.0,3.0,5.0,0.6
140.0,5.0,6.0,0.6
135.0,20.0,7.0,0.6
111.0,19.0,8.0,0.6
189.0,5.0,9.0,0.6
101.0,21.0,10.0,0.6
115.0,8.0,11.0,0.6
162.0,11.0,12.0,0.6
124.0,23.0,1.0,0.61
163.0,1.0,2.0,0.61
72.0,30.0,3.0,0.61
206.0,0.0,4.0,0.61
143.0,3.0,5.0,0.61
146.0,5.0,6.0,0.61
193.0,7.0,7.0,0.61
194.0,5.0,8.0,0.61
70.0,30.0,9.0,0.61
129.0,8.0,10.0,0.61
118.0,17.0,11.0,0.61
202.0,11.0,12.0,0.61
201.0,1.0,1.0,0.62
73.0,30.0,2.0,0.62
221.0,0.0,3.0,0.62
182.0,4.0,4.0,0.62
226.0,2.0,5.0,0.62
181.0,9.0,6.0,0.62
192.0,2.0,7.0,0.62
142.0,20.0,8.0,0.62
75.0,30.0,9.0,0.62
183.0,12.0,10.0,0.62
109.0,13.0,11.0,0.62
114.0,14.0,12.0,0.62
92.0,30.0,1.0,0.63
186.0,5.0,2.0,0.63
163.0,6.0,3.0,0.63
131.0,17.0,4.0,0.63
123.0,20.0,5.0,0.63
215.0,0.0,6.0,0.63
126.0,4.0,7.0,0.63
75.0,30.0,8.0,0.63
138.0,7.0,9.0,0.63
155.0,9.0,10.0,0.63
175.0,12.0,11.0,0.63
223.0,11.0,12.0,0.63
210.0,1.0,1.0,0.64
87.0,30.0,2.0,0.64
70.0,30.0,3.0,0.64
206.0,0.0,4.0,0.64
73.0,30.0,5.0,0.64
183.0,5.0,6.0,0.64
140.0,5.0,7.0,0.64
184.0,6.0,8.0,0.64
136.0,22.0,9.0,0.64
76.0,30.0,10.0,0.64
85.0,6.0,11.0,0.64
124.0,0.0,12.0,0.64
210.0,2.0,1.0,0.65
150.0,17.0,2.0,0.65
151.0,5.0,3.0,0.65
180.0,2.0,4.0,0.65
101.0,23.0,5.0,0.65
229.0,0.0,6.0,0.65
116.0,4.0,7.0,0.65
138.0,6.0,8.0,0.65
167.0,5.0,9.0,0.65
75.0,30.0,10.0,0.65
147.0,13.0,11.0,0.65
175.0,16.0,12.0,0.65
133.0,9.0,1.0,0.66
119.0,5.0,2.0,0.66
118.0,18.0,3.0,0.66
90.0,30.0,4.0,0.66
168.0,5.0,5.0,0.66
114.0,4.0,6.0,0.66
130.0,6.0,7.0,0.66
91.0,30.0,8.0,0.66
204.0,0.0,9.0,0.66
104.0,23.0,10.0,0.66
156.0,2.0,11.0,0.66
106.0,12.0,12.0,0.66
117.0,20.0,1.0,0.67
225.0,1.0,2.0,0.67
93.0,30.0,3.0,0.67
119.0,4.0,4.0,0.67
156.0,3.0,5.0,0.67
191.0,1.0,6.0,0.67
129.0,22.0,7.0,0.67
216.0,2.0,8.0,0.67
141.0,11.0,9.0,0.67
90.0,30.0,10.0,0.67
151.0,12.0,11.0,0.67
101.0,7.0,12.0,0.67
100.0,30.0,1.0,0.68
225.0,2.0,2.0,0.68
103.0,21.0,3.0,0.68
207.0,0.0,4.0,0.68
83.0,30.0,5.0,0.68
125.0,5.0,6.0,0.68
139.0,4.0,7.0,0.68
177.0,5.0,8.0,0.68
200.0,4.0,9.0,0.68
76.0,30.0,10.0,0.68
72.0,20.0,11.0,0.68
82.0,0.0,12.0,0.68
156.0,6.0,1.0,0.69
122.0,9.0,2.0,0.69
181.0,5.0,3.0,0.69
219.0,0.0,4.0,0.69
83.0,30.0,5.0,0.69
185.0,2.0,6.0,0.69
82.0,30.0,7.0,0.69
93.0,30.0,8.0,0.69
205.0,1.0,9.0,0.69
205.0,0.0,10.0,0.69
99.0,26.0,11.0,0.69
165.0,3.0,12.0,0.69
193.0,2.0,1.0,0.7
175.0,5.0,2.0,0.7
226.0,0.0,3.0,0.7
139.0,23.0,4.0,0.7
126.0,24.0,5.0,0.7
83.0,30.0,6.0,0.7
125.0,5.0,7.0,0.7
156.0,8.0,8.0,0.7
110.0,25.0,9.0,0.7
109.0,22.0,10.0,0.7
212.0,2.0,11.0,0.7
201.0,9.0,12.0,0.7
158.0,16.0,1.0,0.71
193.0,0.0,2.0,0.71
133.0,18.0,3.0,0.71
79.0,30.0,4.0,0.71
183.0,2.0,5.0,0.71
102.0,24.0,6.0,0.71
73.0,30.0,7.0,0.71
146.0,5.0,8.0,0.71
208.0,0.0,9.0,0.71
151.0,5.0,10.0,0.71
79.0,27.0,11.0,0.71
204.0,8.0,12.0,0.71
188.0,1.0,1.0,0.72
203.0,0.0,2.0,0.72
160.0,10.0,3.0,0.72
216.0,1.0,4.0,0.72
78.0,30.0,5.0,0.72
120.0,3.0,6.0,0.72
76.0,30.0,7.0,0.72
129.0,5.0,8.0,0.72
214.0,2.0,9.0,0.72
208.0,1.0,10.0,0.72
206.0,4.0,11.0,0.72
102.0,15.0,12.0,0.72
186.0,7.0,1.0,0.73
205.0,0.0,2.0,0.73
175.0,13.0,3.0,0.73
164.0,8.0,4.0,0.73
173.0,2.0,5.0,0.73
179.0,2.0,6.0,0.73
161.0,23.0,7.0,0.73
128.0,23.0,8.0,0.73
90.0,30.0,9.0,0.73
76.0,22.0,10.0,0.73
85.0,10.0,11.0,0.73
123.0,0.0,12.0,0.73
198.0,1.0,1.0,0.74
152.0,16.0,2.0,0.74
102.0,25.0,3.0,0.74
110.0,2.0,4.0,0.74
224.0,1.0,5.0,0.74
121.0,4.0,6.0,0.74
198.0,1.0,7.0,0.74
194.0,5.0,8.0,0.74
203.0,0.0,9.0,0.74
148.0,26.0,10.0,0.74
214.0,4.0,11.0,0.74
175.0,21.0,12.0,0.74
192.0,4.0,1.0,0.75
98.0,30.0,2.0,0.75
206.0,0.0,3.0,0.75
213.0,0.0,4.0,0.75
119.0,23.0,5.0,0.75
142.0,2.0,6.0,0.75
152.0,5.0,7.0,0.75
205.0,2.0,8.0,0.75
86.0,30.0,9.0,0.75
192.0,7.0,10.0,0.75
217.0,2.0,11.0,0.75
116.0,19.0,12.0,0.75
161.0,5.0,1.0,0.76
225.0,0.0,2.0,0.76
125.0,22.0,3.0,0.76
90.0,30.0,4.0,0.76
151.0,3.0,5.0,0.76
182.0,5.0,6.0,0.76
202.0,1.0,7.0,0.76
197.0,1.0,8.0,0.76
141.0,25.0,9.0,0.76
72.0,30.0,10.0,0.76
125.0,6.0,11.0,0.76
144.0,5.0,12.0,0.76
190.0,5.0,1.0,0.77
179.0,3.0,2.0,0.77
180.0,5.0,3.0,0.77
200.0,0.0,4.0,0.77
93.0,30.0,5.0,0.77
202.0,1.0,6.0,0.77
132.0,3.0,7.0,0.77
214.0,2.0,8.0,0.77
91.0,30.0,9.0,0.77
159.0,10.0,10.0,0.77
206.0,3.0,11.0,0.77
197.0,6.0,12.0,0.77
104.0,30.0,1.0,0.78
107.0,25.0,2.0,0.78
155.0,7.0,3.0,0.78
81.0,30.0,4.0,0.78
74.0,30.0,5.0,0.78
130.0,3.0,6.0,0.78
99.0,30.0,7.0,0.78
181.0,7.0,8.0,0.78
201.0,3.0,9.0,0.78
84.0,30.0,10.0,0.78
224.0,0.0,11.0,0.78
198.0,6.0,12.0,0.78
124.0,7.0,1.0,0.79
215.0,0.0,2.0,0.79
229.0,1.0,3.0,0.79
227.0,0.0,4.0,0.79
171.0,18.0,5.0,0.79
127.0,24.0,6.0,0.79
136.0,5.0,7.0,0.79
118.0,25.0,8.0,0.79
76.0,30.0,9.0,0.79
166.0,8.0,10.0,0.79
224.0,5.0,11.0,0.79
195.0,9.0,12.0,0.79
141.0,15.0,1.0,0.8
212.0,0.0,2.0,0.8
173.0,0.0,3.0,0.8
141.0,20.0,4.0,0.8
152.0,3.0,5.0,0.8
134.0,25.0,6.0,0.8
89.0,30.0,7.0,0.8
138.0,8.0,8.0,0.8
75.0,30.0,9.0,0.8
116.0,9.0,10.0,0.8
212.0,2.0,11.0,0.8
155.0,14.0,12.0,0.8
144.0,5.0,1.0,0.81
208.0,0.0,2.0,0.81
138.0,19.0,3.0,0.81
158.0,3.0,4.0,0.81
209.0,1.0,5.0,0.81
147.0,25.0,6.0,0.81
194.0,6.0,7.0,0.81
186.0,10.0,8.0,0.81
77.0,30.0,9.0,0.81
111.0,9.0,10.0,0.81
76.0,28.0,11.0,0.81
115.0,0.0,12.0,0.81
159.0,3.0,1.0,0.82
140.0,4.0,2.0,0.82
181.0,4.0,3.0,0.82
221.0,0.0,4.0,0.82
172.0,14.0,5.0,0.82
169.0,12.0,6.0,0.82
186.0,2.0,7.0,0.82
191.0,0.0,8.0,0.82
126.0,27.0,9.0,0.82
188.0,6.0,10.0,0.82
100.0,30.0,11.0,0.82
146.0,6.0,12.0,0.82
186.0,2.0,1.0,0.83
192.0,2.0,2.0,0.83
197.0,0.0,3.0,0.83
141.0,21.0,4.0,0.83
109.0,25.0,5.0,0.83
128.0,4.0,6.0,0.83
70.0,30.0,7.0,0.83
110.0,8.0,8.0,0.83
148.0,8.0,9.0,0.83
204.0,1.0,10.0,0.83
187.0,15.0,11.0,0.83
155.0,19.0,12.0,0.83
172.0,6.0,1.0,0.84
80.0,30.0,2.0,0.84
144.0,0.0,3.0,0.84
148.0,2.0,4.0,0.84
177.0,2.0,5.0,0.84
116.0,26.0,6.0,0.84
137.0,6.0,7.0,0.84
203.0,2.0,8.0,0.84
127.0,27.0,9.0,0.84
154.0,14.0,10.0,0.84
194.0,14.0,11.0,0.84
202.0,4.0,12.0,0.84
217.0,0.0,1.0,0.85
101.0,30.0,2.0,0.85
102.0,27.0,3.0,0.85
198.0,0.0,4.0,0.85
218.0,0.0,5.0,0.85
222.0,0.0,6.0,0.85
83.0,30.0,7.0,0.85
228.0,0.0,8.0,0.85
122.0,12.0,9.0,0.85
82.0,30.0,10.0,0.85
206.0,2.0,11.0,0.85
191.0,10.0,12.0,0.85
135.0,15.0,1.0,0.86
221.0,0.0,2.0,0.86
103.0,28.0,3.0,0.86
187.0,3.0,4.0,0.86
108.0,5.0,5.0,0.86
161.0,2.0,6.0,0.86
189.0,3.0,7.0,0.86
208.0,2.0,8.0,0.86
112.0,26.0,9.0,0.86
118.0,4.0,10.0,0.86
78.0,30.0,11.0,0.86
183.0,6.0,12.0,0.86
215.0,0.0,1.0,0.87
173.0,8.0,2.0,0.87
198.0,0.0,3.0,0.87
190.0,2.0,4.0,0.87
169.0,15.0,5.0,0.87
87.0,30.0,6.0,0.87
210.0,1.0,7.0,0.87
161.0,7.0,8.0,0.87
196.0,1.0,9.0,0.87
170.0,10.0,10.0,0.87
123.0,27.0,11.0,0.87
121.0,7.0,12.0,0.87
173.0,5.0,1.0,0.88
184.0,0.0,2.0,0.88
85.0,30.0,3.0,0.88
100.0,29.0,4.0,0.88
71.0,30.0,5.0,0.88
102.0,28.0,6.0,0.88
218.0,0.0,7.0,0.88
110.0,4.0,8.0,0.88
191.0,9.0,9.0,0.88
125.0,8.0,10.0,0.88
101.0,28.0,11.0,0.88
79.0,5.0,12.0,0.88
103.0,30.0,1.0,0.89
111.0,2.0,2.0,0.89
89.0,30.0,3.0,0.89
120.0,4.0,4.0,0.89
130.0,3.0,5.0,0.89
212.0,0.0,6.0,0.89
140.0,3.0,7.0,0.89
160.0,3.0,8.0,0.89
175.0,10.0,9.0,0.89
162.0,8.0,10.0,0.89
219.0,1.0,11.0,0.89
179.0,24.0,12.0,0.89
184.0,2.0,1.0,0.9
149.0,5.0,2.0,0.9
80.0,30.0,3.0,0.9
141.0,4.0,4.0,0.9
160.0,2.0,5.0,0.9
196.0,1.0,6.0,0.9
228.0,1.0,7.0,0.9
86.0,30.0,8.0,0.9
82.0,30.0,9.0,0.9
114.0,8.0,10.0,0.9
220.0,0.0,11.0,0.9
213.0,2.0,12.0,0.9
155.0,2.0,1.0,0.91
